,tickers,company overview
1413,033200,"동사는 1989년 3월 6일에 설립되어, 1997년 8월에 회사 상호를 한국권선기술에서 주식회사 모아텍으로 변경하였음. 소형정밀모터인 STEPPING MOTOR의 생산과 판매를 주요 사업으로 영위하고 있음. 코스닥시장 상장규정 제52조 및 동규정시행세칙 제48조에 의거하여 5사업연도 연속 영업손실 발생으로 2024년 6월 20일 투자주의환기종목으로 지정되었음."
1414,333050,"2019년 코스닥시장에 상장하였고, 2022년 스팩합병하였음. 클라우드, AI, 빅데이터, Open API간의 연계솔루션사업, 보안솔루션사업, 클라우드 모니터링 중심의 APM솔루션과 AI, 클라우드 기반 기술을 개발하는 클라우드솔루션사업을 수행하고 있음. 마이데이터사업, 핀테크, 스마트서비스, 지능형 정부, chatGPT등 디지털트랜스포메이션 분야에 Open API 연계사업까지 새로운 기술과 분야로 사업 영역이 확대되고 있음."
1415,118990,"2001년 10월 설립된 동사는 IVI, HMI를 필두로, 4차산업혁명의 화두인 스마트카, 자율주행자동차, 커넥티드카 및 스마트카의 필수 장치에 해당하는 HUD, ADAS 등을 개발, 제조함. 주요 매출 품목은 Automotive HMI 기술을 적용한 IVI 제품이며 PIO 비즈니스 방식으로 제품을 공급 중임. 지속적인 R&D를 통해 미래 지향적인 In-Vehicle-Infotainment 개발을 위한 핵심 기술들을 확보함."
1416,006920,"동사는 레미콘 제조 및 판매 등을 주요 목적사업으로 하여 1970년 설립되어 1989년 코스닥시장에 상장함. 레미콘 제조 및 판매에 관한 사업을 주사업으로 하고 있으며, 종속회사인 덕원산업 역시 레미콘 제조 및 판매, 용접에 관한 사업을 주사업으로 함. 동사를 제외하고 1개의 계열회사 덕원산업(레미콘 제조 및 판매업, 용접사업)을 가지고 있으며 현재 비상장회사임."
1417,001810,"동사의 사업부문은 아트지, 백상지 등 지류의 제조 및 판매하는 제조부문, 물류창고업을 영위하는 기타부문으로 구분됨. 백상지, 아트지, CCP, 기타지, 상품 등 다품종 소량생산에 따른 다양한 지종으로 매출이 이뤄지며, 개별 지종별로 다수의 1위 제품들을 생산/판매 하고 있음. 주요 원재료는 목재펄프로 계열회사인 무림P&P(주)로부터 일부 조달하고 나머지는 북미, 남미 등 주요국가에서 수입을 하고 있음."
1418,279600,"동사는 음성인식 및 음성합성 원천기술 보유 기업으로 음성인식 소프트웨어 개발을 주력 사업으로 영위하고 있음. 음성인식 시스템 설계 및 개발, 사용성 평가, 성능 평가 등 음성인식 전반에 걸친 통합 서비스와 AI 기술 접목을 통한 다양한 영역까지 사업을 확장함. 음성인식 및 시스템 연계/통합에 관련된 모든 Business Area를 포괄하는 사업영역을 전개하고 있음."
1419,095500,"동사는 2002년 설립되어, 2007년 10월 코스닥시장에 상장함. 디스플레이용 광학필름의 생산, 판매를 주요사업으로 영위하고 있음. 한국 본사를 거점으로 총 8개의 계열회사로 구성된 이차전지 / IT / 디스플레이 소재 전문기업으로, 양극재 소재, LCD 광학필름,EMI 필터, 터치패널, 윈도우필름, 재귀반사필름 등을 생산, 판매함. 이차전지 소재의 제조 및 판매업의 경우 계열회사인 미래첨단소재가 영위하고 있음."
1420,254490,"동사는 1996년 1월에 설립되었으며, 2023년 1월 코스닥시장에 상장함. 전자, 전기제품 또는 부품제조, 판매 및 수출입업을 사업의 목적으로 하고 있으며, 반도체 유통업을 주사업으로 하고 있음. 동사가 취급하는 반도체는 메모리와 시스템 반도체로 나뉨. 삼성전자의 반도체 대리점으로 등록되어 있으며, 삼성전자와 메모리 AS서비스 대행 계약을 맺고 세계 유일의 메모리 AS센터를 운영하고 있음."
1421,218150,"동사는 1998년 2월 28일에 설립되었으며, 사업 부문을 사료 부문과 식품 부문으로 구분하고 있음. 사료 부문에서는 특수가공원료(EP), 기능성 원료, 기능성 첨가제, 프리믹스 첨가제, 반려동물 건강기능식품  사업 등을, 식품 부문에서는 계란, 기능성 소재 사업 등을 영위하고 있음. 국내 종속회사로 인터넷 전자상거래 플랫폼 및 식품생산을 영위하는 (주)푸드트리와 반려동물용품을 생산하는 (주)위룸 등을 두고 있음."
1422,442900,Company overview not found on the webpage.
1423,100790,"동사는 소기업창업투자회사로서 중소기업창업투자조합 등 조합 결성을 통한 창업자 및 중소벤처기업 투자를 주력 사업으로 영위하고 있는 벤처캐피탈(Venture Capital, VC)임. 동사는 설립 이래 총 52개의 VC투자조합(VCF) 및 6개의 기관전용 사모집합투자기구(PEF)에 약 19,642억원(VCF 14,339억원 / PEF 5,303억원)의 재원을 누적 결성함. 지속 가능한 '투자-회수-재투자'로 이어지는 선순환구조 달성."
1424,446190,Company overview not found on the webpage.
1425,448830,Company overview not found on the webpage.
1426,477380,Company overview not found on the webpage.
1427,477470,Company overview not found on the webpage.
1428,478440,Company overview not found on the webpage.
1429,482680,Company overview not found on the webpage.
1430,049950,"동사는 1984년 미래엔지니어링으로 설립되어 1992년 법인전환 후 2004년 미래컴퍼니로 사명을 변경함. 반도체 및 디스플레이 제조장비를 주력으로 하며, 특히 디스플레이 패널 가공 분야에서 글로벌 최고 수준의 기술력을 보유하고 있음. 디스플레이 분야의 기술혁신에 대응하여 고객사와 긴밀한 협력 관계를 구축하고 반도체, 이차전지 등 이종산업으로의 확장을 추진하고 있음."
1431,207760,"온라인 만화 제작ㆍ유통업 및 만화출판업 영위 목적으로 2002년 11월 설립되어 2015년 11월 동부제2호SPAC과 합병하면서 우회 상장함. 인터넷 만화/웹툰 및 웹소설 사업, 게임 사업을 영위하고 있음. 포괄적 저작권 및 배타적 발행권 등을 취득하고, 원천 IP를 활용하여 자체 제작 콘텐츠 개발을 진행하고 있음. EOS게임 인수를 통해 게임사업에 진출하였으며, 게임사업부문을 분할하여 2018년 10월 블루포션게임즈를 설립함"
1432,059090,"1999년 7월 16일에 설립되었으며, 2002년 1월 15일코스닥시장에 상장하였음. 반도체 및 디스플레이 장비를 구성하는 부품을 제작하는 부품사업부문과 반도체 장비를 구성하는 부품의 세정과 코팅서비스 용역을 제공하는 세정/코팅 서비스 사업부문, 고체산화물 연료전지 및 신재생에너지 사업부문이 있음. 반도체사업부문에서 동사 및 미코세라믹스는 반도체 및 엘씨디 장비를 구성하는 부품제작, 부품의 세정, 코팅사업을 영위하고 있음."
1433,214610,"2020년 코넥스에서 코스닥으로 이전상장하였고 랩칩(Labchip) 기술을 바탕으로 현장진단 (POCT)에 최적화된 토탈 솔루션을 제공하는 체외진단 전문기업임. 동사는 2021년 2월 브라질 파트너와 합작법인을 설립하고, 감염성 질환, 열대병 질환, 식중독등  진단 키트, 장비, LabChip의 생산 및 판매중임. 항원-항체 결합을 기반으로 하는 면역측정법인 ELISA 문제점을 개선한 기술을 보유함."
1434,201490,"동사는 2010년 5월 26일 온라인ㆍ모바일 게임 개발 및 서비스를 주 사업목적으로 설립되었음. 자회사 고스트스튜디오는 캐주얼 게임과 소셜 슬롯 등 모바일/PC게임 포트폴리오를 제작하여 전세계에 서비스하고 있음. 나아가 웹툰, 드라마 등 다양한 장르의 콘텐츠 제작 및 퍼블리싱 사업을 전개함. 북미 시장의 경쟁력 강화 및 시너지 극대화를 위하여 2017년 11월 29일 고스트스튜디오의 지분 50.1%를 인수하는 계약을 체결함."
1435,475460,"동사는 2014년 설립되어 축산물 직거래 플랫폼인 '미트박스'를 운영하고 있으며, 플랫폼 내에서 축산물 및 식자재를 판매하는 전자상거래업을 영위하고 있음. 기존 축산물 유통시장 내 정보의 비대칭성과 복잡한 거래과정을 단순화하여 유통비용을 절감하는 서비스를 통해 공급자와 수요자 모두 만족할 수 있도록 함. 약 10년 간 누적된 축산 데이터를 통해 시장의 투명성을 높이고 있음. 2025년 1월 23일 코스닥 시장에 상장."
1436,452200,"동사의 명칭은 '주식회사 민테크'라고 표기. 영문명은 'Mintech Co., Ltd'라고 표기. 2015년 6월 16일 '주식회사 민테크'로 설립. 전기화학 및 배터리 산업의 혁신과 성장에 기여하는 전기화학 임피던스 분광법(EIS)기반 이차전지 진단 기술을 보유한 국내 유일 ""이차전지 진단기술 및 장비 전문 기업"". 전기차 제조사, 전기차 배터리 제조사와의 협업을 통해 배터리 진단기술 및 진단솔루션 개발/검증/사업화를 수행중."
1437,418470,"동사는 2016년 7월 7일에 설립되었으며, 전자책을 포함한 도서 IP 기반의 다양한 콘텐츠 정기구독 서비스를 개발, 운영, 판매 하는 활동을 영위하고 있음 약 16만 권의 독서 콘텐츠를 이용할 수 있는 국내 최대 독서 플랫폼으로 국내 최초로 전자책 분야에서 구독 경제 서비스를 선보임. 오디오북과 챗북, 오디오 드라마 등 새로운 형태의 독서 콘텐츠 서비스를 제공하고 있으며 B2B 영업 채널을 확대해가고 있음."
1438,206640,"동사는 1998년 11월 설립되었으며 2015년 코스닥 시장에 스팩 합병 형태로 상장함. 체외진단 부문에서 현장진단에 필요한 진단기기 및 진단 카트리지를 전문으로 제조 및 판매하고 있음. 국내시장에서는 엑세스바이오, 수젠텍, 피씨엘, 휴마시스 등의 기업이 면역진단시스템 또는 면역진단키트를 판매하고 있음. 이미 전세계 120여개 이상의 국가에 판매망을 확보하고 있음."
1439,018700,"1985년 12월 27일 바른손팬시로 설립하였으며, 1994년 6월 2일 바른손카드와 바른손팬시 합병 등으로 상호를 바른손으로 변경하였음. 뷰티사업부문, 영화사업부문, VFX사업부문, 외식사업부문 외로 세분화 하였음. 주요 사업은 화장품 유통업이며 뷰티사업부문으로 분류하였고, 온라인 쇼핑몰 졸스(jolse.com)를 기반으로 북미, 남미, 유럽, 동남아시아 등 전세계에 한국 화장품을 직접 판매하는 사업을 영위하고 있음."
1440,035620,"영화, 드라마, 영상콘텐츠 등의 콘텐츠를 기획하고 제작하는 회사에서 영화의 투자배급까지 사업다각화를 통해 성장하는 글로벌 종합 콘텐츠 기업임. 글로벌 시장을 타겟으로 각 작품 별 특성에 맞춘 유연하고 광범위한 투자 및 배급 전략을 통해 극장, 방송, OTT 등의 플랫폼을 통한 수익창출을 도모하고 있음. 또 공연, 소설, 게임, OST 등의 2차 저작물 관리로 수익을 극대화하고자 함."
1441,053030,"1957년 12월에 설립되어 2000년 4월 바이넥스로 상호를 변경하였으며 2001년 7월 코스닥시장에서 매매거래가 개시되었음. 국내 대부분의 제약 기업 및 바이오 기업이 개발하고 있는 바이오 의약품의 개발 및 생산을 수행하고 있음. 동사는 2009년 송도 공장(한국생물산업기술실용화센터, KBCC) 민간 위탁 경영을 시작으로 CDMO 사업을 영위하며, 다수의 바이오 의약품 개발 과제를 성공적으로 수행하였음."
1442,301300,"동사는 2000년에 설립되어 소프트웨어 제조 및 판매를 목적으로 2020년에 코스닥 시장에 상장함. 자체 AI 기술을 기반으로 초거대 AI, 빅데이터 플랫폼 사업 등 AI와 빅데이터 관련 다양한 사업을 영위하고 있으며, 제품별로는 바이브 서치, 바이브 챗봇 등 VAIV Assistant와 썸트렌드가 있음. 2023년 정부가 추진하는 '민간의 초거대 첨단 AI 활용사업'의 공급기업으로 선정됨."
